Year,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Awards,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,key,Tm2,Tm3
2007,28,ATL,NL,5.0,3.0,0.625,1.8,80.0,0.0,16.0,0.0,0.0,1.0,90.0,65.0,27.0,18.0,6.0,31.0,12.0,63.0,7.0,0.0,2.0,359.0,242.0,3.97,1.067,6.5,0.6,3.1,6.3,2.03,,2.7,4.81,0.29,-0.35,98.6,4.11,15.0,1.5,0.85,-0.3,1.9,22.0,0.518,0.509,,30,,
2008,29,ATL,NL,0.0,1.0,0.0,1.59,7.0,0.0,2.0,0.0,0.0,1.0,5.2,5.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,25.0,279.0,4.72,1.0590000000000002,7.9,1.6,1.6,7.9,5.0,,1.59,4.46,0.19,-0.32,99.8,3.94,2.0,0.2,1.74,0.0,0.3,2.0,0.523,0.501,"$410,000",30,,
2009,30,ATL,NL,6.0,2.0,0.75,2.84,87.0,0.0,6.0,0.0,0.0,0.0,73.0,65.0,29.0,23.0,0.0,35.0,8.0,61.0,2.0,0.0,1.0,309.0,146.0,2.95,1.37,8.0,0.0,4.3,7.5,1.74,,3.58,4.65,-0.07,-0.34,98.7,4.32,6.0,0.6,1.42,0.0,1.3,12.0,0.507,0.504,"$410,000",30,,
2010,31,ATL,NL,6.0,2.0,0.75,2.97,85.0,0.0,7.0,0.0,0.0,1.0,63.2,53.0,24.0,21.0,5.0,37.0,6.0,52.0,2.0,0.0,3.0,271.0,132.0,4.3,1.414,7.5,0.7,5.2,7.4,1.41,,3.39,4.49,0.07,-0.34,97.6,3.99,4.0,0.4,1.52,-0.1,0.9,9.0,0.505,0.503,"$1,150,000",30,,
2011,32,ATL,NL,2.0,1.0,0.667,3.24,13.0,0.0,2.0,0.0,0.0,0.0,8.1,12.0,3.0,3.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,38.0,124.0,1.71,1.8,13.0,0.0,3.2,10.8,3.33,,3.24,4.36,0.14,-0.33,101.2,3.93,1.0,0.1,1.23,0.0,0.1,1.0,0.505,0.5,"$2,000,000",30,,
2012,33,ATL,NL,1.0,0.0,1.0,1.8,8.0,0.0,3.0,0.0,0.0,1.0,5.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,21.0,239.0,6.1,1.0,5.4,1.8,3.6,3.6,1.0,,5.4,4.4,0.65,-0.33,98.3,3.37,-1.0,-0.1,1.33,0.0,-0.1,-1.0,0.484,0.499,,30,,
2013,34,LAD,NL,1.0,0.0,1.0,6.46,14.0,0.0,7.0,0.0,0.0,0.0,15.1,23.0,11.0,11.0,3.0,7.0,1.0,6.0,0.0,0.0,0.0,70.0,57.0,6.18,1.957,13.5,1.8,4.1,3.5,0.86,,6.46,4.15,0.25,-0.31,92.2,3.31,-5.0,-0.6,0.66,0.1,-0.4,-4.0,0.459,0.496,,30,,
2015,36,ATL,NL,1.0,0.0,1.0,3.48,22.0,0.0,2.0,0.0,0.0,0.0,10.1,12.0,5.0,4.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,44.0,114.0,2.84,1.161,10.5,0.9,0.0,7.0,,,4.35,4.89,-0.15,-0.36,96.2,4.5,0.0,0.0,1.49,0.0,0.1,1.0,0.501,0.5,,30,,
2016,37,KCR,AL,2.0,0.0,1.0,3.43,50.0,0.0,11.0,0.0,0.0,0.0,44.2,42.0,19.0,17.0,4.0,16.0,0.0,34.0,2.0,0.0,3.0,191.0,126.0,4.0,1.2990000000000002,8.5,0.8,3.2,6.9,2.13,,3.83,4.7,0.18,-0.34,103.1,4.31,2.0,0.2,0.96,-0.1,0.6,7.0,0.504,0.501,,30,,
2017,38,KCR,AL,0.0,0.0,,3.49,79.0,0.0,7.0,0.0,0.0,0.0,59.1,40.0,26.0,23.0,4.0,25.0,3.0,46.0,5.0,0.0,1.0,243.0,129.0,4.0,1.096,6.1,0.6,3.8,7.0,1.84,,3.94,4.96,-0.19,-0.35,101.0,4.86,6.0,0.6,1.27,-0.1,1.1,12.0,0.507,0.503,"$1,000,000",30,,
2018,39,ATL,NL,0.0,1.0,0.0,4.45,39.0,0.0,6.0,0.0,0.0,0.0,28.1,32.0,14.0,14.0,4.0,18.0,3.0,23.0,2.0,0.0,3.0,129.0,93.0,5.49,1.765,10.2,1.3,5.7,7.3,1.28,,4.45,4.42,0.34,-0.3,99.3,3.75,-2.0,-0.2,0.84,-0.1,0.0,0.0,0.494,0.499,"$575,000",30,,
2007,26,ATL,NL,1.0,1.0,0.5,2.28,21.0,0.0,5.0,0.0,0.0,0.0,23.2,13.0,6.0,6.0,2.0,14.0,1.0,22.0,0.0,0.0,1.0,93.0,193.0,4.25,1.141,4.9,0.8,5.3,8.4,1.57,,2.28,4.92,0.25,-0.35,98.5,4.26,5.0,0.5,0.95,-0.1,0.7,7.0,0.526,0.503,,9,,
2008,27,ATL,NL,3.0,5.0,0.375,3.57,46.0,0.0,22.0,0.0,0.0,3.0,53.0,48.0,25.0,21.0,7.0,26.0,5.0,31.0,1.0,0.0,5.0,226.0,118.0,5.21,1.396,8.2,1.2,4.4,5.3,1.19,,4.25,4.63,0.19,-0.34,97.5,4.0,-1.0,-0.1,0.96,-0.1,0.3,3.0,0.498,0.499,"$392,500",9,,
2009,28,ATL,NL,1.0,1.0,0.5,4.34,36.0,0.0,17.0,0.0,0.0,0.0,37.1,45.0,19.0,18.0,4.0,19.0,2.0,32.0,2.0,0.0,3.0,174.0,96.0,4.46,1.714,10.8,1.0,4.6,7.7,1.68,,4.58,4.58,-0.07,-0.34,99.4,4.29,-1.0,-0.1,0.66,-0.1,0.2,2.0,0.496,0.499,"$412,500",9,,
2010,29,NYM,NL,3.0,2.0,0.6,2.95,41.0,0.0,12.0,0.0,0.0,1.0,39.2,30.0,13.0,13.0,4.0,18.0,1.0,42.0,0.0,0.0,3.0,157.0,134.0,3.63,1.21,6.8,0.9,4.1,9.5,2.33,,2.95,4.46,0.13,-0.33,97.5,3.9,4.0,0.4,1.02,-0.1,0.7,7.0,0.511,0.503,,9,,
2011,30,NYM,NL,4.0,1.0,0.8,3.45,44.0,0.0,15.0,0.0,0.0,4.0,47.0,50.0,21.0,18.0,6.0,15.0,0.0,46.0,2.0,0.0,0.0,204.0,107.0,3.81,1.383,9.6,1.1,2.9,8.8,3.07,,4.02,4.2,-0.39,-0.32,96.1,4.1,0.0,0.0,1.23,-0.1,0.3,4.0,0.501,0.5,,9,,
2012,31,NYM,NL,1.0,3.0,0.25,6.46,45.0,0.0,7.0,0.0,0.0,1.0,47.1,48.0,38.0,34.0,7.0,25.0,1.0,46.0,3.0,0.0,2.0,216.0,59.0,4.85,1.5419999999999998,9.1,1.3,4.8,8.7,1.84,,7.23,4.29,-0.21,-0.32,99.7,4.17,-17.0,-1.7,0.79,0.1,-1.2,-12.0,0.462,0.489,"$875,000",9,,
2007,21,DET,AL,3.0,1.0,0.75,4.7,7.0,7.0,0.0,0.0,0.0,0.0,30.2,24.0,16.0,16.0,4.0,11.0,0.0,13.0,1.0,0.0,2.0,122.0,98.0,5.26,1.141,7.0,1.2,3.2,3.8,1.18,,4.7,4.96,0.22,0.19,99.7,4.91,0.0,0.0,,0.0,0.4,4.0,0.507,0.5,,26,,
2008,22,ATL,NL,13.0,10.0,0.565,3.68,31.0,31.0,0.0,0.0,0.0,0.0,188.1,188.0,87.0,77.0,11.0,70.0,9.0,139.0,4.0,0.0,3.0,813.0,113.0,3.59,1.37,9.0,0.5,3.3,6.6,1.99,RoY-3,4.16,4.49,0.19,0.18,98.5,4.41,7.0,0.7,,-0.1,2.2,22.0,0.523,0.504,"$390,000",26,,
2009,23,ATL,NL,14.0,10.0,0.583,2.6,34.0,34.0,0.0,0.0,0.0,0.0,215.0,186.0,71.0,62.0,15.0,75.0,1.0,152.0,3.0,2.0,3.0,884.0,159.0,3.68,1.214,7.8,0.6,3.1,6.4,2.03,,2.97,4.6,-0.07,0.17,98.6,4.78,43.0,4.9,,-0.2,6.5,61.0,0.643,0.53,"$450,000",26,,
2010,24,ATL,NL,7.0,6.0,0.5379999999999999,4.64,20.0,20.0,0.0,0.0,0.0,0.0,116.1,120.0,63.0,60.0,13.0,42.0,5.0,86.0,2.0,0.0,2.0,500.0,84.0,4.19,1.393,9.3,1.0,3.2,6.7,2.05,,4.87,4.35,0.07,0.16,98.4,4.37,-7.0,-0.7,,-0.1,0.2,3.0,0.465,0.496,"$480,000",26,,
2011,25,ATL,NL,13.0,6.0,0.684,2.96,23.0,23.0,0.0,2.0,1.0,0.0,152.0,142.0,52.0,50.0,14.0,44.0,5.0,90.0,4.0,2.0,4.0,627.0,129.0,3.99,1.224,8.4,0.8,2.6,5.3,2.05,AS,3.08,4.18,0.15,0.15,98.6,4.12,17.0,2.0,,-0.1,3.2,29.0,0.586,0.512,"$3,250,000",26,,
2012,26,ATL,NL,3.0,4.0,0.429,6.89,11.0,10.0,1.0,0.0,0.0,0.0,48.1,72.0,40.0,37.0,8.0,18.0,0.0,19.0,1.0,0.0,1.0,227.0,58.0,5.64,1.862,13.4,1.5,3.4,3.5,1.06,,7.45,4.33,0.74,0.15,101.0,3.78,-20.0,-1.8,0.06,0.0,-1.4,-16.0,0.333,0.489,"$5,500,000",26,,
2013,27,BAL,AL,0.0,0.0,,4.91,2.0,1.0,0.0,0.0,0.0,0.0,7.1,9.0,4.0,4.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,31.0,87.0,3.59,1.364,11.0,1.2,1.2,7.4,6.0,,4.91,4.37,0.15,0.01,104.0,4.4,-1.0,-0.1,0.5,0.0,0.0,0.0,0.473,0.5,,26,,
2014,28,COL,NL,0.0,1.0,0.0,10.61,2.0,2.0,0.0,0.0,0.0,0.0,9.1,20.0,11.0,11.0,4.0,3.0,0.0,9.0,1.0,0.0,1.0,50.0,42.0,8.06,2.464,19.3,3.9,2.9,8.7,3.0,,10.61,4.17,0.06,0.15,132.0,5.62,-5.0,-0.4,,0.0,-0.4,-4.0,0.276,0.4970000000000001,,26,,
2008,23,HOU,NL,4.0,3.0,0.5710000000000001,5.01,71.0,0.0,15.0,0.0,0.0,1.0,55.2,45.0,34.0,31.0,8.0,34.0,4.0,57.0,4.0,1.0,2.0,250.0,85.0,5.0,1.419,7.3,1.3,5.5,9.2,1.68,,5.5,4.78,0.07,-0.35,98.1,4.27,-7.0,-0.7,1.07,-0.1,-0.3,-3.0,0.49,0.496,"$390,000",392,,
2009,24,HOU,NL,3.0,4.0,0.429,5.44,49.0,0.0,5.0,0.0,0.0,0.0,44.2,53.0,27.0,27.0,9.0,25.0,3.0,47.0,0.0,0.0,2.0,204.0,76.0,5.29,1.746,10.7,1.8,5.0,9.5,1.88,,5.44,4.7,-0.01,-0.35,98.8,4.31,-6.0,-0.6,0.81,0.0,-0.2,-2.0,0.488,0.496,"$425,000",392,,
2010,25,HOU,NL,1.0,2.0,0.333,5.73,14.0,4.0,3.0,0.0,0.0,0.0,33.0,37.0,27.0,21.0,6.0,13.0,0.0,29.0,3.0,0.0,0.0,148.0,70.0,5.14,1.515,10.1,1.6,3.5,7.9,2.23,,7.36,4.5,-0.18,-0.05,100.6,4.66,-10.0,-1.0,0.13,0.1,-0.6,-7.0,0.429,0.494,"$444,500",392,,
2011,26,HOU,NL,0.0,0.0,,1.5,21.0,0.0,5.0,0.0,0.0,0.0,12.0,6.0,2.0,2.0,1.0,5.0,0.0,11.0,0.0,0.0,1.0,44.0,261.0,3.53,0.917,4.5,0.8,3.8,8.3,2.2,,1.5,4.35,0.08,-0.33,100.0,3.94,3.0,0.4,1.82,0.1,0.6,4.0,0.517,0.502,,392,,
2012,27,HOU,NL,2.0,2.0,0.5,3.27,77.0,0.0,13.0,0.0,0.0,1.0,52.1,45.0,20.0,19.0,4.0,17.0,0.0,54.0,6.0,0.0,1.0,223.0,124.0,3.34,1.185,7.7,0.7,2.9,9.3,3.18,,3.44,4.63,-0.32,-0.35,102.1,4.7,7.0,0.7,1.13,0.0,1.2,12.0,0.51,0.505,"$512,000",392,,
2013,28,HOU,AL,0.0,4.0,,3.693,70.0,0.0,17.0,0.0,0.0,0.0,53.2,54.0,24.0,22.0,7.0,19.0,2.0,55.0,3.0,0.0,2.0,232.0,111.278,3.921,1.362,9.072,1.191,3.204,9.2,3.069,,4.025,4.73,-0.184,-0.348,99.995,4.569,1.0,0.1,1.099,-0.1,0.432,5.318,0.504,0.501,,392,TBR,
2014,29,CHC,NL,0.0,3.0,0.0,3.17,58.0,0.0,15.0,0.0,0.0,0.0,48.1,48.0,19.0,17.0,2.0,19.0,2.0,37.0,2.0,0.0,2.0,209.0,120.0,3.44,1.386,8.9,0.4,3.5,6.9,1.95,,3.54,4.11,-0.28,-0.31,102.6,4.19,4.0,0.4,1.09,-0.1,0.8,7.0,0.508,0.503,"$1,425,000",392,,
2015,30,BAL,AL,0.0,0.0,,3.242,11.0,0.0,4.0,0.0,0.0,0.0,6.4,6.0,4.0,3.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,31.0,108.732,4.374,1.107,6.513,1.172,3.515,5.786,,,4.399,4.137,0.062,-0.308,86.772,3.636,-0.732,-0.073,0.391,0.0,0.0,0.0,0.444,0.451,"$1,700,000",392,LAA,
2007,24,SEA,AL,1.0,0.0,1.0,3.96,26.0,0.0,6.0,0.0,0.0,0.0,38.2,39.0,19.0,17.0,4.0,15.0,1.0,42.0,2.0,0.0,0.0,168.0,112.0,3.73,1.3969999999999998,9.1,0.9,3.5,9.8,2.8,,4.42,4.91,-0.28,-0.31,95.6,4.66,1.0,0.1,0.62,-0.1,0.4,5.0,0.503,0.5,,765,,
2008,25,SEA,AL,5.0,3.0,0.625,3.42,47.0,12.0,9.0,0.0,0.0,2.0,118.1,114.0,49.0,45.0,13.0,48.0,0.0,77.0,2.0,1.0,2.0,506.0,124.0,4.53,1.369,8.7,1.0,3.7,5.9,1.6,,3.73,4.86,0.1,-0.01,95.7,4.54,9.0,0.9,0.98,-0.2,2.0,24.0,0.519,0.505,"$395,000",765,,
2009,26,SEA,AL,5.0,4.0,0.556,3.74,15.0,15.0,0.0,0.0,0.0,0.0,96.1,87.0,43.0,40.0,9.0,27.0,0.0,52.0,4.0,1.0,2.0,401.0,114.0,4.2,1.183,8.1,0.8,2.5,4.9,1.93,,4.02,4.92,0.5,0.19,93.2,4.3,2.0,0.2,,-0.1,1.1,14.0,0.516,0.501,"$420,000",765,,
2010,27,SEA,AL,1.0,10.0,0.091,6.75,27.0,20.0,2.0,0.0,0.0,0.0,109.1,141.0,94.0,82.0,25.0,44.0,2.0,49.0,7.0,0.0,7.0,510.0,58.0,6.55,1.692,11.6,2.1,3.6,4.0,1.11,,7.74,4.58,0.08,0.13,96.2,4.45,-41.0,-3.7,0.6,0.0,-2.6,-29.0,0.361,0.477,"$440,000",765,,
2014,31,ARI,NL,0.0,0.0,,4.91,6.0,0.0,3.0,0.0,0.0,0.0,7.1,7.0,5.0,4.0,0.0,4.0,1.0,9.0,0.0,0.0,1.0,33.0,80.0,2.31,1.5,8.6,0.0,4.9,11.0,2.25,,6.14,4.33,0.19,-0.33,103.5,3.94,-2.0,-0.2,0.22,0.1,-0.1,-1.0,0.468,0.499,,765,,
2008,29,SFG,NL,0.0,2.0,0.0,8.53,3.0,3.0,0.0,0.0,0.0,0.0,12.2,17.0,13.0,12.0,1.0,13.0,1.0,3.0,2.0,0.0,0.0,67.0,53.0,7.24,2.3680000000000003,12.1,0.7,9.2,2.1,0.23,,9.24,4.63,-0.16,0.18,101.3,5.04,-6.0,-0.5,,0.0,-0.4,-5.0,0.333,0.4970000000000001,,5270,,
2009,30,LAA,AL,11.0,2.0,0.846,3.93,40.0,13.0,10.0,1.0,0.0,0.0,121.1,105.0,55.0,53.0,12.0,55.0,2.0,69.0,4.0,0.0,5.0,505.0,112.0,4.7,1.319,7.8,0.9,4.1,5.1,1.25,,4.08,4.76,0.43,0.0,97.8,4.23,1.0,0.1,0.57,-0.2,1.2,15.0,0.503,0.501,,5270,,
2010,31,LAA,AL,1.0,2.0,0.333,4.54,14.0,1.0,3.0,0.0,0.0,0.0,33.2,38.0,20.0,17.0,1.0,20.0,1.0,17.0,1.0,0.0,2.0,157.0,88.0,4.33,1.723,10.2,0.3,5.3,4.5,0.85,,5.35,4.62,-0.11,-0.28,95.9,4.27,-4.0,-0.4,0.94,-0.1,-0.1,-1.0,0.469,0.4970000000000001,"$420,000",5270,,
2011,32,LAA,AL,1.0,1.0,0.5,5.74,3.0,3.0,0.0,0.0,0.0,0.0,15.2,19.0,11.0,10.0,0.0,4.0,0.0,7.0,1.0,0.0,0.0,69.0,67.0,3.09,1.4680000000000002,10.9,0.0,2.3,4.0,1.75,,6.32,4.97,0.24,0.18,94.7,4.65,-3.0,-0.3,,0.0,-0.1,-1.0,0.404,0.498,,5270,,
2012,33,SDP,NL,0.0,0.0,,9.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,10.0,48.0,10.6,2.0,9.0,4.5,9.0,9.0,1.0,,9.0,5.17,-0.08,-0.39,92.0,4.47,-1.0,-0.1,0.19,0.0,-0.1,-1.0,0.464,0.499,,5270,,
2014,22,SEA,AL,8.0,2.0,0.8,2.17,57.0,0.0,3.0,0.0,0.0,0.0,66.1,52.0,18.0,16.0,4.0,25.0,3.0,70.0,3.0,0.0,4.0,272.0,168.0,3.07,1.161,7.1,0.5,3.4,9.5,2.8,,2.44,4.22,0.09,-0.31,95.3,3.63,8.0,0.9,1.03,-0.2,1.4,15.0,0.515,0.505,,15674,,
2015,23,SEA,AL,0.0,5.0,0.0,7.841,13.0,0.0,6.0,0.0,0.0,0.0,14.3,19.0,15.0,14.0,2.0,9.0,2.0,9.0,1.0,0.0,2.0,74.0,52.493,5.386,1.772,10.619,1.125,5.254,5.189,,,8.433,4.353,-0.183,-0.323,90.437,3.95,-3.813,-0.381,1.333,-0.053,-0.36,-3.073,0.418,0.475,,15674,ARI,
2016,24,ARI,NL,0.0,1.0,0.0,6.33,25.0,0.0,8.0,0.0,0.0,0.0,27.0,45.0,21.0,19.0,7.0,12.0,1.0,23.0,1.0,0.0,4.0,131.0,71.0,6.26,2.111,15.0,2.3,4.0,7.7,1.92,,7.0,4.6,-0.13,-0.33,107.2,4.72,-7.0,-0.7,0.52,0.1,-0.3,-4.0,0.473,0.496,,15674,,
2017,25,TOR,AL,3.0,0.0,1.0,2.56,65.0,0.0,6.0,0.0,0.0,1.0,70.1,51.0,22.0,20.0,6.0,23.0,3.0,81.0,0.0,0.0,8.0,279.0,175.0,2.94,1.052,6.5,0.8,2.9,10.4,3.52,,2.82,4.8,-0.04,-0.33,102.6,4.62,13.0,1.4,1.25,0.0,2.1,21.0,0.521,0.509,"$548,200",15674,,
2018,26,STL,NL,1.0,2.0,0.333,4.5,29.0,0.0,8.0,0.0,0.0,0.0,24.0,27.0,12.0,12.0,3.0,8.0,3.0,26.0,0.0,0.0,0.0,106.0,86.0,3.62,1.4580000000000002,10.1,1.1,3.0,9.8,3.25,,4.5,4.48,0.23,-0.31,97.3,3.84,-2.0,-0.2,1.11,-0.1,-0.1,0.0,0.494,0.499,,15674,,
2019,27,STL,NL,0.0,0.0,,7.14,28.0,0.0,8.0,0.0,0.0,1.0,29.0,30.0,23.0,23.0,7.0,14.0,0.0,35.0,0.0,0.0,0.0,129.0,60.0,5.39,1.517,9.3,2.2,4.3,10.9,2.5,,7.14,4.79,0.17,-0.33,96.1,4.13,-9.0,-0.9,0.43,0.2,-0.4,-7.0,0.468,0.494,"$1,260,000",15674,,
2014,25,SEA,AL,10.0,12.0,0.455,3.85,29.0,29.0,0.0,1.0,1.0,0.0,163.2,151.0,77.0,70.0,16.0,64.0,3.0,143.0,11.0,4.0,6.0,693.0,95.0,4.03,1.314,8.3,0.9,3.5,7.9,2.23,,4.23,4.19,0.1,0.16,94.8,4.03,-6.0,-0.7,,-0.1,0.8,11.0,0.478,0.496,,14359,,
2015,26,SEA,AL,5.0,8.0,0.385,4.14,22.0,20.0,0.0,0.0,0.0,0.0,115.1,106.0,57.0,53.0,15.0,44.0,1.0,97.0,9.0,1.0,1.0,490.0,92.0,4.52,1.301,8.3,1.2,3.4,7.6,2.2,,4.45,4.33,-0.35,0.16,94.1,4.55,0.0,0.0,0.43,-0.1,1.1,12.0,0.5,0.5,,14359,,
2016,27,BOS,AL,0.0,1.0,0.0,12.91,3.0,1.0,2.0,0.0,0.0,0.0,7.2,15.0,11.0,11.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,41.0,36.0,7.71,2.609,17.6,2.3,5.9,3.5,0.6,,12.91,4.79,0.47,-0.06,105.0,4.47,-7.0,-0.6,0.21,0.1,-0.4,-6.0,0.297,0.496,"$558,000",14359,,
2017,28,BOS,AL,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,,6.16,3.0,0.0,0.0,27.0,27.0,1.0,,0.0,4.19,0.0,-0.3,108.0,4.21,0.0,0.0,0.01,0.0,0.0,0.0,0.516,0.5,"$582,500",14359,,
2018,29,SEA,AL,3.0,1.0,0.75,2.65,23.0,4.0,13.0,0.0,0.0,0.0,51.0,46.0,17.0,15.0,1.0,16.0,1.0,34.0,1.0,0.0,3.0,210.0,154.0,3.08,1.216,8.1,0.2,2.8,6.0,2.13,,3.0,4.53,-0.11,-0.15,94.4,4.22,7.0,0.7,0.36,-0.2,1.0,12.0,0.53,0.504,,14359,,
2019,30,SEA,AL,4.0,2.0,,3.625,45.0,0.0,28.0,0.0,0.0,14.0,47.2,41.0,28.0,19.0,8.0,17.0,1.0,46.0,1.0,1.0,1.0,205.0,,4.641,1.229,7.867,1.494,3.286,8.621,,,5.337,4.858,-0.538,-0.32,94.133,4.778,-2.987,-0.299,1.657,-0.199,0.0,1.992,0.494,0.498,"$910,000",14359,WSN,
2014,24,SEA,AL,1.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,8.1,2.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,29.0,,1.81,0.6,2.2,0.0,3.2,10.8,3.33,,0.0,4.47,0.07,-0.33,93.3,3.8,3.0,0.4,0.82,-0.1,0.4,4.0,0.5429999999999999,0.502,,16038,,
2015,25,SEA,AL,2.0,5.0,0.28600000000000003,2.31,70.0,0.0,24.0,0.0,0.0,13.0,70.0,49.0,19.0,18.0,2.0,22.0,4.0,92.0,7.0,0.0,6.0,284.0,166.0,2.12,1.014,6.3,0.3,2.8,11.8,4.18,,2.44,4.42,-0.28,-0.33,95.2,4.16,13.0,1.4,1.63,0.3,2.4,20.0,0.52,0.508,,16038,,
2016,26,BOS,AL,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.2,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,11.0,,2.77,1.125,6.8,0.0,3.4,6.8,2.0,,3.38,4.46,0.33,-0.32,106.5,4.06,0.0,0.0,0.59,0.0,0.0,0.0,0.506,0.5,"$529,000",16038,,
2017,27,BOS,AL,0.0,0.0,,1.35,8.0,0.0,1.0,0.0,0.0,1.0,6.2,7.0,1.0,1.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,27.0,354.0,1.96,1.35,9.5,0.0,2.7,9.5,3.5,,1.35,4.72,0.4,-0.33,106.1,4.24,2.0,0.2,0.89,0.0,0.3,3.0,0.527,0.501,"$556,750",16038,,
2018,28,BOS,AL,1.0,1.0,0.5,3.77,18.0,0.0,5.0,0.0,0.0,0.0,14.1,14.0,6.0,6.0,2.0,6.0,0.0,18.0,0.0,0.0,0.0,64.0,120.0,3.72,1.395,8.8,1.3,3.8,11.3,3.0,,3.77,4.68,-0.26,-0.32,101.1,4.67,1.0,0.1,1.22,0.0,0.3,3.0,0.508,0.501,"$850,000",16038,,
2014,26,NYM,NL,9.0,6.0,0.6,2.69,22.0,22.0,0.0,0.0,0.0,0.0,140.1,117.0,44.0,42.0,7.0,43.0,2.0,144.0,1.0,0.0,1.0,565.0,128.0,2.67,1.14,7.5,0.4,2.8,9.2,3.35,RoY-1,2.82,4.02,0.11,0.15,93.7,3.8,16.0,2.0,,-0.1,3.1,26.0,0.59,0.512,,15662,,
2015,27,NYM,NL,14.0,8.0,0.636,2.54,30.0,30.0,0.0,0.0,0.0,0.0,191.0,149.0,59.0,54.0,16.0,38.0,2.0,205.0,2.0,0.0,6.0,751.0,149.0,2.7,0.979,7.0,0.8,1.8,9.7,5.39,"AS,CYA-7",2.78,4.16,-0.01,0.16,96.6,4.18,31.0,3.7,,-0.1,5.2,46.0,0.622,0.523,"$556,875",15662,,
2016,28,NYM,NL,7.0,8.0,0.467,3.04,24.0,24.0,0.0,1.0,1.0,0.0,148.0,142.0,53.0,50.0,15.0,36.0,0.0,143.0,3.0,0.0,4.0,604.0,132.0,3.32,1.203,8.6,0.9,2.2,8.7,3.97,,3.22,4.38,-0.07,0.18,95.2,4.41,20.0,2.3,,-0.1,3.5,33.0,0.594,0.514,"$607,000",15662,,
2017,29,NYM,NL,15.0,10.0,0.6,3.53,31.0,31.0,0.0,1.0,0.0,0.0,201.1,180.0,87.0,79.0,28.0,59.0,5.0,239.0,2.0,0.0,7.0,827.0,117.0,3.5,1.187,8.0,1.3,2.6,10.7,4.05,CYA-8,3.89,4.67,-0.32,0.2,95.0,4.94,23.0,2.4,,-0.1,4.1,42.0,0.578,0.515,"$4,050,000",15662,,
2018,30,NYM,NL,10.0,9.0,0.526,1.7,32.0,32.0,0.0,1.0,0.0,0.0,217.0,152.0,48.0,41.0,10.0,46.0,3.0,269.0,5.0,0.0,2.0,835.0,221.0,1.98,0.912,6.3,0.4,1.9,11.2,5.85,"AS,CYA-1,MVP-5",1.99,4.47,-0.43,0.2,91.5,4.67,64.0,7.9,,-0.2,9.6,83.0,0.746,0.5489999999999999,"$7,400,000",15662,,
2019,31,NYM,NL,7.0,7.0,0.5,2.68,24.0,24.0,0.0,0.0,0.0,0.0,148.0,122.0,48.0,44.0,15.0,36.0,1.0,189.0,5.0,0.0,2.0,599.0,154.0,2.81,1.068,7.4,0.9,2.2,11.5,5.25,AS,2.92,4.53,-0.38,0.2,91.6,4.68,32.0,3.4,,-0.1,4.6,43.0,0.644,0.521,"$9,000,000",15662,,
2014,23,NYM,NL,1.0,3.0,0.25,4.06,10.0,8.0,1.0,0.0,0.0,0.0,44.1,44.0,21.0,20.0,8.0,23.0,0.0,42.0,0.0,0.0,0.0,194.0,86.0,5.14,1.511,8.9,1.6,4.7,8.5,1.83,,4.26,3.93,0.12,0.13,89.7,3.54,-3.0,-0.4,0.03,0.0,0.0,0.0,0.465,0.498,,15709,,
2015,24,NYM,NL,0.0,1.0,0.0,4.5,5.0,1.0,1.0,0.0,0.0,0.0,10.0,9.0,6.0,5.0,0.0,5.0,3.0,13.0,0.0,0.0,0.0,46.0,88.0,2.03,1.4,8.1,0.0,4.5,11.7,2.6,,5.4,4.07,-0.01,-0.04,95.7,3.87,-2.0,-0.2,1.69,0.0,-0.1,-1.0,0.465,0.499,"$511,000",15709,,
