Year,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Awards,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,key,Tm2,Tm3
2017,28,BOS,AL,11.0,17.0,0.393,4.65,33.0,33.0,0.0,2.0,0.0,0.0,203.1,236.0,125.0,105.0,38.0,48.0,1.0,181.0,6.0,0.0,5.0,885.0,98.0,4.6,1.3969999999999998,10.4,1.7,2.1,8.0,3.77,,5.53,4.72,0.47,0.2,104.2,4.65,-22.0,-2.1,,-0.1,-0.2,1.0,0.4370000000000001,0.487,"$20,125,000",5235,,
2018,29,BOS,AL,17.0,7.0,0.708,4.28,33.0,33.0,0.0,1.0,0.0,0.0,191.1,177.0,97.0,91.0,27.0,48.0,0.0,190.0,16.0,1.0,3.0,808.0,103.0,4.01,1.176,8.3,1.3,2.3,8.9,3.96,,4.56,4.68,-0.27,0.21,101.3,5.23,13.0,1.3,,-0.1,3.1,33.0,0.54,0.508,"$21,125,000",5235,,
2019,30,BOS,AL,10.0,9.0,0.526,5.67,24.0,24.0,0.0,0.0,0.0,0.0,133.1,154.0,91.0,84.0,25.0,36.0,2.0,107.0,3.0,2.0,4.0,593.0,85.0,4.93,1.425,10.4,1.7,2.4,7.2,2.97,,6.14,4.89,-0.14,0.22,104.5,5.49,-9.0,-0.9,,-0.1,0.3,5.0,0.463,0.494,"$21,125,000",5235,,
2008,24,STL,NL,2.0,7.0,0.222,4.04,68.0,0.0,7.0,0.0,0.0,1.0,75.2,79.0,37.0,34.0,7.0,26.0,2.0,59.0,4.0,0.0,6.0,327.0,105.0,3.96,1.388,9.4,0.8,3.1,7.0,2.27,,4.4,4.67,0.36,-0.34,98.3,3.9,-4.0,-0.4,1.54,-0.2,0.1,2.0,0.495,0.498,"$390,000",790,,
2009,25,STL,NL,4.0,4.0,0.5,3.38,66.0,0.0,14.0,0.0,0.0,3.0,66.2,56.0,27.0,25.0,4.0,34.0,2.0,51.0,2.0,0.0,4.0,288.0,121.0,3.97,1.35,7.6,0.5,4.6,6.9,1.5,,3.65,4.52,0.14,-0.33,96.8,3.92,2.0,0.2,1.15,-0.1,0.7,8.0,0.503,0.501,"$411,000",790,,
2010,26,STL,NL,1.0,4.0,0.2,2.27,68.0,0.0,18.0,0.0,0.0,2.0,75.1,58.0,20.0,19.0,9.0,23.0,3.0,60.0,3.0,0.0,2.0,307.0,171.0,4.07,1.075,6.9,1.1,2.7,7.2,2.61,,2.39,4.38,0.19,-0.33,97.8,3.78,11.0,1.2,1.13,-0.1,1.8,18.0,0.518,0.508,"$425,000",790,,
2011,27,STL,NL,12.0,7.0,0.632,4.19,43.0,17.0,5.0,0.0,0.0,0.0,141.2,143.0,71.0,66.0,21.0,43.0,3.0,76.0,6.0,0.0,6.0,607.0,89.0,4.92,1.3130000000000002,9.1,1.3,2.7,4.8,1.77,,4.51,4.17,-0.09,0.05,95.5,4.12,-7.0,-0.7,1.02,-0.1,0.4,5.0,0.483,0.496,"$1,375,000",790,,
2012,28,STL,NL,0.0,1.0,0.0,5.3,16.0,0.0,6.0,0.0,0.0,0.0,18.2,16.0,11.0,11.0,2.0,9.0,0.0,11.0,2.0,0.0,1.0,83.0,73.0,5.08,1.339,7.7,1.0,4.3,5.3,1.22,,5.3,4.22,0.07,-0.31,96.0,3.68,-4.0,-0.4,0.5,0.1,-0.2,-2.0,0.477,0.498,"$2,500,000",790,,
2013,29,TEX,AL,0.0,1.0,0.0,7.71,7.0,0.0,4.0,0.0,0.0,0.0,9.1,7.0,8.0,8.0,2.0,5.0,0.0,3.0,1.0,0.0,1.0,40.0,55.0,7.12,1.286,6.8,1.9,4.8,2.9,0.6,,7.71,4.71,0.28,-0.35,106.0,4.32,-4.0,-0.4,0.71,0.0,-0.3,-3.0,0.446,0.498,,790,,
2008,34,CLE,AL,4.0,5.0,0.444,4.53,57.0,0.0,31.0,0.0,0.0,6.0,55.2,65.0,30.0,28.0,8.0,14.0,2.0,35.0,1.0,0.0,4.0,244.0,94.0,4.55,1.419,10.5,1.3,2.3,5.7,2.5,,4.85,4.87,0.17,-0.36,97.3,4.22,-5.0,-0.5,1.01,-0.2,-0.1,2.0,0.491,0.4970000000000001,"$3,000,000",349,,
2009,35,CLE,AL,0.0,0.0,,8.38,10.0,0.0,5.0,0.0,0.0,0.0,9.2,12.0,9.0,9.0,2.0,4.0,0.0,4.0,1.0,0.0,1.0,45.0,53.0,6.51,1.655,11.2,1.9,3.7,3.7,1.0,,8.38,5.27,-0.16,-0.39,99.8,5.02,-4.0,-0.4,0.34,0.1,-0.2,-3.0,0.465,0.498,"$3,000,000",349,,
2007,22,CLE,AL,4.0,2.0,0.667,4.56,9.0,9.0,0.0,0.0,0.0,0.0,49.1,54.0,26.0,25.0,2.0,12.0,0.0,25.0,4.0,1.0,2.0,207.0,100.0,3.73,1.338,9.9,0.4,2.2,4.6,2.08,,4.74,4.7,0.01,0.18,98.9,4.81,0.0,0.0,,0.0,0.5,6.0,0.5,0.5,,350,,
2008,23,CLE,AL,5.0,7.0,0.417,4.23,16.0,16.0,0.0,0.0,0.0,0.0,93.2,103.0,52.0,44.0,10.0,31.0,1.0,43.0,9.0,1.0,5.0,409.0,100.0,4.88,1.431,9.9,1.0,3.0,4.1,1.39,,5.0,4.72,0.17,0.18,98.4,4.66,-5.0,-0.5,,-0.1,0.4,7.0,0.468,0.4970000000000001,,350,,
2009,24,CLE,AL,7.0,9.0,0.438,4.44,25.0,19.0,3.0,0.0,0.0,1.0,121.2,140.0,69.0,60.0,9.0,57.0,1.0,59.0,2.0,1.0,1.0,539.0,96.0,4.54,1.619,10.4,0.7,4.2,4.4,1.04,,5.1,4.73,-0.14,0.13,95.1,4.76,-6.0,-0.5,1.02,-0.1,0.6,9.0,0.478,0.4970000000000001,"$408,700",350,,
2010,25,CLE,AL,2.0,3.0,0.4,4.53,29.0,5.0,1.0,0.0,0.0,0.0,55.2,62.0,30.0,28.0,1.0,28.0,1.0,28.0,2.0,0.0,1.0,253.0,88.0,3.92,1.617,10.0,0.2,4.5,4.5,1.0,,4.85,4.74,-0.12,-0.12,96.8,4.59,-2.0,-0.2,1.0,-0.1,0.3,4.0,0.493,0.499,"$421,900",350,,
2011,26,SEA,AL,3.0,2.0,0.525,3.836,47.0,0.0,7.0,0.0,0.0,0.0,52.400000000000006,67.0,24.0,23.0,7.0,21.0,3.0,30.0,3.0,1.0,2.0,247.0,100.663,4.9,1.628,11.173,1.192,3.509,5.033,1.423,,4.003,4.589,0.068,-0.349,95.046,4.022,-0.603,-0.06,1.173,-0.079,0.197,2.768,0.492,0.493,"$431,600",350,NYY,
2012,27,TOR,AL,4.0,6.0,0.4,4.56,22.0,16.0,1.0,0.0,0.0,0.0,100.2,100.0,56.0,51.0,17.0,37.0,1.0,48.0,5.0,0.0,2.0,429.0,93.0,5.59,1.361,8.9,1.5,3.3,4.3,1.3,,5.01,4.54,0.34,0.1,104.3,4.49,-6.0,-0.6,0.51,-0.1,0.4,4.0,0.473,0.496,,350,,
2013,28,NYM,NL,0.0,0.0,,7.119,5.0,3.0,1.0,0.0,0.0,0.0,12.2,18.0,10.0,10.0,1.0,10.0,0.0,9.0,2.0,0.0,0.0,64.0,54.246,5.375,2.195,13.03,0.738,6.736,6.639,1.475,,7.119,3.614,-0.079,0.086,106.639,4.026,-3.459,-0.346,,0.0,-0.264,-2.459,0.411,0.498,,350,TOR,
2015,30,COL,NL,1.0,0.0,1.0,3.68,3.0,0.0,0.0,0.0,0.0,0.0,7.1,8.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,33.0,131.0,5.72,1.5,9.8,1.2,3.7,3.7,1.0,,3.68,3.99,-0.15,-0.29,112.9,4.35,1.0,0.1,0.73,0.0,0.1,1.0,0.522,0.5,,350,,
2008,22,STL,NL,3.0,3.0,0.5,3.46,41.0,0.0,23.0,0.0,0.0,7.0,41.2,34.0,18.0,16.0,5.0,22.0,0.0,42.0,1.0,0.0,2.0,177.0,123.0,4.33,1.344,7.3,1.1,4.8,9.1,1.91,,3.89,4.68,0.31,-0.34,98.7,3.98,1.0,0.1,1.4,-0.1,0.4,4.0,0.502,0.5,,5374,,
2009,23,STL,NL,1.0,2.0,0.204,4.21,61.0,0.0,16.0,0.0,0.0,2.0,56.3,41.0,28.0,27.0,8.0,27.0,0.0,68.0,6.0,0.0,8.0,239.0,97.784,4.22,1.177,6.42,1.261,4.178,10.621,2.655,,4.365,4.572,-0.013,-0.338,95.769,4.112,-0.407,-0.081,1.108,-0.099,0.116,2.73,0.491,0.493,,5374,CLE,
2010,24,CLE,AL,2.0,2.0,0.5,1.71,63.0,0.0,37.0,0.0,0.0,23.0,63.0,40.0,15.0,12.0,4.0,28.0,3.0,61.0,5.0,0.0,4.0,260.0,231.0,3.54,1.079,5.7,0.6,4.0,8.7,2.18,,2.14,4.66,-0.09,-0.36,94.5,4.15,14.0,1.5,1.87,0.5,2.6,21.0,0.523,0.509,"$423,800",5374,,
2011,25,CLE,AL,4.0,7.0,0.364,3.32,64.0,0.0,57.0,0.0,0.0,36.0,59.2,46.0,24.0,22.0,5.0,26.0,4.0,39.0,3.0,0.0,1.0,248.0,119.0,4.27,1.207,6.9,0.8,3.9,5.9,1.5,AS,3.62,4.44,-0.25,-0.34,96.8,4.21,4.0,0.4,2.07,0.0,1.1,10.0,0.506,0.502,"$2,225,000",5374,,
2012,26,CLE,AL,0.0,4.0,0.0,3.59,61.0,0.0,53.0,0.0,0.0,39.0,57.2,49.0,25.0,23.0,6.0,16.0,1.0,59.0,2.0,0.0,0.0,242.0,109.0,3.34,1.127,7.6,0.9,2.5,9.2,3.69,AS,3.9,4.45,-0.3,-0.33,94.8,4.18,2.0,0.2,1.65,-0.1,0.7,8.0,0.503,0.501,"$4,500,000",5374,,
2013,27,CLE,AL,5.0,3.0,0.625,4.33,54.0,0.0,41.0,0.0,0.0,25.0,54.0,56.0,27.0,26.0,11.0,21.0,2.0,54.0,4.0,0.0,1.0,243.0,88.0,5.09,1.426,9.3,1.8,3.5,9.0,2.57,,4.5,4.18,-0.18,-0.31,95.9,3.89,-4.0,-0.5,1.65,-0.3,-0.2,1.0,0.491,0.4970000000000001,"$7,300,000",5374,,
2014,28,LAD,NL,1.0,3.0,0.25,4.27,49.0,0.0,15.0,0.0,0.0,1.0,46.1,38.0,23.0,22.0,6.0,25.0,0.0,39.0,5.0,0.0,4.0,200.0,82.0,5.07,1.36,7.4,1.2,4.9,7.6,1.56,,4.47,4.07,0.05,-0.31,98.2,3.64,-4.0,-0.4,0.75,-0.1,-0.1,-1.0,0.491,0.4970000000000001,"$2,300,000",5374,,
2009,25,CLE,AL,2.0,0.0,1.0,2.93,46.0,0.0,8.0,0.0,0.0,0.0,40.0,27.0,16.0,13.0,5.0,25.0,2.0,48.0,0.0,0.0,3.0,168.0,146.0,4.2,1.3,6.1,1.1,5.6,10.8,1.92,,3.6,4.97,-0.1,-0.37,94.3,4.44,3.0,0.3,1.13,-0.1,0.7,8.0,0.507,0.502,"$400,000",5224,,
2010,26,CLE,AL,2.0,2.0,0.5,4.14,70.0,0.0,16.0,0.0,0.0,1.0,63.0,48.0,30.0,29.0,12.0,39.0,3.0,69.0,2.0,0.0,4.0,266.0,96.0,5.32,1.381,6.9,1.7,5.6,9.9,1.77,,4.29,4.57,-0.09,-0.35,94.7,4.08,-2.0,-0.2,1.25,-0.2,0.3,5.0,0.4970000000000001,0.499,"$407,300",5224,,
2011,27,CLE,AL,6.0,3.0,0.667,3.03,69.0,0.0,17.0,0.0,0.0,0.0,62.1,45.0,22.0,21.0,10.0,24.0,3.0,57.0,0.0,1.0,2.0,251.0,130.0,4.44,1.107,6.5,1.4,3.5,8.2,2.38,,3.18,4.49,-0.23,-0.34,95.5,4.17,7.0,0.7,1.43,0.0,1.3,13.0,0.51,0.504,"$436,800",5224,,
2012,28,CLE,AL,1.0,2.0,0.333,4.42,63.0,0.0,7.0,0.0,0.0,1.0,55.0,47.0,29.0,27.0,9.0,23.0,1.0,51.0,1.0,0.0,3.0,233.0,89.0,4.68,1.273,7.7,1.5,3.8,8.3,2.22,,4.75,4.47,-0.3,-0.33,95.1,4.22,-3.0,-0.3,0.98,-0.1,0.1,2.0,0.495,0.498,"$504,900",5224,,
2013,29,ARI,NL,3.0,2.0,0.6,4.78,56.0,0.0,11.0,0.0,0.0,0.0,37.2,35.0,22.0,20.0,6.0,22.0,2.0,42.0,3.0,1.0,3.0,175.0,81.0,4.88,1.513,8.4,1.4,5.3,10.0,1.91,,5.26,4.39,0.39,-0.33,102.7,3.77,-6.0,-0.7,1.01,-0.1,-0.4,-3.0,0.488,0.496,"$1,275,000",5224,,
2014,30,HOU,AL,4.0,3.0,0.5710000000000001,3.38,56.0,0.0,13.0,0.0,0.0,4.0,50.2,28.0,19.0,19.0,5.0,17.0,2.0,63.0,0.0,0.0,3.0,198.0,115.0,2.93,0.888,5.0,0.9,3.0,11.2,3.71,,3.38,4.32,-0.03,-0.32,100.2,4.04,3.0,0.3,1.52,0.0,0.8,8.0,0.506,0.502,,5224,,
2015,31,HOU,AL,3.0,4.0,0.429,1.99,60.0,0.0,12.0,0.0,0.0,0.0,54.1,41.0,13.0,12.0,5.0,15.0,1.0,62.0,1.0,0.0,4.0,216.0,197.0,2.93,1.031,6.8,0.8,2.5,10.3,4.13,,2.15,4.39,0.1,-0.32,98.6,3.91,10.0,1.1,1.23,0.0,1.6,16.0,0.518,0.507,"$2,400,000",5224,,
2016,32,HOU,AL,1.0,2.0,0.333,4.95,60.0,0.0,13.0,0.0,0.0,1.0,43.2,52.0,26.0,24.0,12.0,18.0,0.0,40.0,1.0,0.0,0.0,195.0,80.0,6.19,1.6030000000000002,10.7,2.5,3.7,8.2,2.22,,5.36,4.76,0.32,-0.34,93.0,3.81,-8.0,-0.8,0.83,0.0,-0.4,-3.0,0.487,0.495,"$6,000,000",5224,,
2017,33,HOU,AL,0.0,1.0,0.0,5.79,46.0,0.0,12.0,0.0,0.0,0.0,37.1,36.0,25.0,24.0,8.0,16.0,2.0,39.0,1.0,0.0,1.0,165.0,71.0,5.22,1.393,8.7,1.9,3.9,9.4,2.44,,6.03,4.87,-0.09,-0.34,93.5,4.31,-7.0,-0.7,0.58,0.0,-0.3,-3.0,0.484,0.495,"$6,000,000",5224,,
2018,34,HOU,AL,3.0,1.0,0.75,1.86,54.0,0.0,8.0,0.0,0.0,0.0,38.2,27.0,8.0,8.0,1.0,13.0,0.0,42.0,1.0,0.0,2.0,151.0,220.0,2.41,1.034,6.3,0.2,3.0,9.8,3.23,,1.86,4.61,0.06,-0.31,95.7,4.06,9.0,0.9,1.08,0.0,1.3,13.0,0.518,0.506,"$6,000,000",5224,,
2019,35,WSN,NL,1.0,2.0,0.333,4.71,36.0,0.0,7.0,0.0,0.0,0.0,21.0,19.0,12.0,11.0,1.0,9.0,0.0,18.0,1.0,0.0,1.0,92.0,99.0,3.55,1.3330000000000002,8.1,0.4,3.9,7.7,2.0,,5.14,4.7,-0.17,-0.32,104.8,4.76,-1.0,-0.1,1.08,0.0,0.1,1.0,0.499,0.5,"$1,000,000",5224,,
2008,25,FLA,NL,2.0,3.0,0.4,6.08,13.0,8.0,2.0,0.0,0.0,0.0,47.1,55.0,34.0,32.0,7.0,21.0,1.0,35.0,3.0,0.0,2.0,218.0,72.0,5.1,1.606,10.5,1.3,4.0,6.7,1.67,,6.46,4.54,0.07,0.09,99.9,4.55,-10.0,-0.9,0.6,0.0,-0.5,-6.0,0.429,0.494,,5242,,
2009,26,FLA,NL,7.0,4.0,0.636,3.75,35.0,2.0,7.0,0.0,0.0,0.0,72.0,71.0,32.0,30.0,5.0,24.0,4.0,57.0,1.0,0.0,1.0,303.0,115.0,3.46,1.319,8.9,0.6,3.0,7.1,2.38,,4.0,4.7,-0.33,-0.3,103.0,4.87,7.0,0.7,1.18,-0.1,1.3,13.0,0.521,0.504,"$400,000",5242,,
2010,27,FLA,NL,2.0,5.0,0.28600000000000003,3.99,53.0,0.0,16.0,0.0,0.0,1.0,67.2,62.0,33.0,30.0,5.0,21.0,5.0,47.0,2.0,0.0,1.0,281.0,104.0,3.67,1.227,8.2,0.7,2.8,6.3,2.24,,4.39,4.44,-0.13,-0.33,102.9,4.36,0.0,0.0,0.99,-0.2,0.4,5.0,0.499,0.5,"$407,500",5242,,
2011,28,FLA,NL,2.0,3.0,0.4,4.1,50.0,0.0,15.0,0.0,0.0,1.0,63.2,65.0,29.0,29.0,1.0,24.0,4.0,51.0,4.0,0.0,4.0,276.0,96.0,2.95,1.398,9.2,0.1,3.4,7.2,2.13,,4.1,4.3,-0.38,-0.29,102.1,4.48,2.0,0.3,1.04,-0.1,0.7,8.0,0.505,0.502,"$750,000",5242,,
2012,29,TBR,AL,3.0,2.0,0.6,3.03,66.0,0.0,14.0,0.0,0.0,0.0,62.1,63.0,24.0,21.0,6.0,12.0,5.0,42.0,1.0,0.0,1.0,262.0,128.0,3.62,1.203,9.1,0.9,1.7,6.1,3.5,,3.47,4.55,0.23,-0.34,95.7,3.8,2.0,0.2,0.85,-0.2,0.8,9.0,0.504,0.502,"$1,075,000",5242,,
2013,30,MIL,NL,2.0,3.0,0.4,3.47,63.0,0.0,23.0,0.0,0.0,1.0,62.1,62.0,32.0,24.0,6.0,12.0,4.0,42.0,0.0,0.0,2.0,254.0,112.0,3.53,1.187,9.0,0.9,1.7,6.1,3.5,,4.62,4.11,0.36,-0.31,104.2,3.58,-7.0,-0.8,1.04,-0.2,-0.4,-2.0,0.488,0.495,"$1,550,000",5242,,
2014,31,BOS,AL,0.0,3.0,0.0,2.29,70.0,0.0,11.0,0.0,0.0,1.0,70.2,70.0,20.0,18.0,1.0,19.0,5.0,40.0,2.0,0.0,2.0,289.0,174.0,3.08,1.259,8.9,0.1,2.4,5.1,2.11,,2.55,4.23,0.31,-0.32,104.1,3.75,8.0,0.9,1.17,-0.1,1.6,16.0,0.514,0.506,"$2,150,000",5242,,
2015,32,CIN,NL,2.0,4.0,0.333,3.93,68.0,0.0,17.0,0.0,0.0,0.0,66.1,71.0,30.0,29.0,4.0,20.0,4.0,36.0,0.0,0.0,0.0,285.0,101.0,3.74,1.372,9.6,0.5,2.7,4.9,1.8,,4.07,4.18,-0.04,-0.3,100.6,3.93,-1.0,-0.1,0.88,-0.2,0.4,4.0,0.499,0.5,"$1,000,000",5242,,
2008,25,FLA,NL,2.0,3.0,0.4,6.08,13.0,8.0,2.0,0.0,0.0,0.0,47.1,55.0,34.0,32.0,7.0,21.0,1.0,35.0,3.0,0.0,2.0,218.0,72.0,5.1,1.606,10.5,1.3,4.0,6.7,1.67,,6.46,4.54,0.07,0.09,99.9,4.55,-10.0,-0.9,0.6,0.0,-0.5,-6.0,0.429,0.494,,8693,,
2009,26,FLA,NL,7.0,4.0,0.636,3.75,35.0,2.0,7.0,0.0,0.0,0.0,72.0,71.0,32.0,30.0,5.0,24.0,4.0,57.0,1.0,0.0,1.0,303.0,115.0,3.46,1.319,8.9,0.6,3.0,7.1,2.38,,4.0,4.7,-0.33,-0.3,103.0,4.87,7.0,0.7,1.18,-0.1,1.3,13.0,0.521,0.504,"$400,000",8693,,
2010,27,FLA,NL,2.0,5.0,0.28600000000000003,3.99,53.0,0.0,16.0,0.0,0.0,1.0,67.2,62.0,33.0,30.0,5.0,21.0,5.0,47.0,2.0,0.0,1.0,281.0,104.0,3.67,1.227,8.2,0.7,2.8,6.3,2.24,,4.39,4.44,-0.13,-0.33,102.9,4.36,0.0,0.0,0.99,-0.2,0.4,5.0,0.499,0.5,"$407,500",8693,,
2011,28,FLA,NL,2.0,3.0,0.4,4.1,50.0,0.0,15.0,0.0,0.0,1.0,63.2,65.0,29.0,29.0,1.0,24.0,4.0,51.0,4.0,0.0,4.0,276.0,96.0,2.95,1.398,9.2,0.1,3.4,7.2,2.13,,4.1,4.3,-0.38,-0.29,102.1,4.48,2.0,0.3,1.04,-0.1,0.7,8.0,0.505,0.502,"$750,000",8693,,
2012,29,TBR,AL,3.0,2.0,0.6,3.03,66.0,0.0,14.0,0.0,0.0,0.0,62.1,63.0,24.0,21.0,6.0,12.0,5.0,42.0,1.0,0.0,1.0,262.0,128.0,3.62,1.203,9.1,0.9,1.7,6.1,3.5,,3.47,4.55,0.23,-0.34,95.7,3.8,2.0,0.2,0.85,-0.2,0.8,9.0,0.504,0.502,"$1,075,000",8693,,
2013,30,MIL,NL,2.0,3.0,0.4,3.47,63.0,0.0,23.0,0.0,0.0,1.0,62.1,62.0,32.0,24.0,6.0,12.0,4.0,42.0,0.0,0.0,2.0,254.0,112.0,3.53,1.187,9.0,0.9,1.7,6.1,3.5,,4.62,4.11,0.36,-0.31,104.2,3.58,-7.0,-0.8,1.04,-0.2,-0.4,-2.0,0.488,0.495,"$1,550,000",8693,,
2014,31,BOS,AL,0.0,3.0,0.0,2.29,70.0,0.0,11.0,0.0,0.0,1.0,70.2,70.0,20.0,18.0,1.0,19.0,5.0,40.0,2.0,0.0,2.0,289.0,174.0,3.08,1.259,8.9,0.1,2.4,5.1,2.11,,2.55,4.23,0.31,-0.32,104.1,3.75,8.0,0.9,1.17,-0.1,1.6,16.0,0.514,0.506,"$2,150,000",8693,,
2015,32,CIN,NL,2.0,4.0,0.333,3.93,68.0,0.0,17.0,0.0,0.0,0.0,66.1,71.0,30.0,29.0,4.0,20.0,4.0,36.0,0.0,0.0,0.0,285.0,101.0,3.74,1.372,9.6,0.5,2.7,4.9,1.8,,4.07,4.18,-0.04,-0.3,100.6,3.93,-1.0,-0.1,0.88,-0.2,0.4,4.0,0.499,0.5,"$1,000,000",8693,,
2007,22,FLA,NL,4.0,6.0,0.4,6.83,18.0,17.0,0.0,0.0,0.0,0.0,81.2,94.0,63.0,62.0,15.0,48.0,5.0,82.0,3.0,4.0,4.0,379.0,64.0,5.49,1.739,10.4,1.7,5.3,9.0,1.71,,6.94,4.77,-0.34,0.17,97.4,5.14,-16.0,-1.5,0.58,0.0,-0.8,-9.0,0.418,0.491,,343,,
2008,23,FLA,NL,1.0,1.0,0.5,7.71,4.0,4.0,0.0,0.0,0.0,0.0,14.0,20.0,12.0,12.0,1.0,10.0,0.0,20.0,2.0,0.0,0.0,74.0,58.0,3.77,2.143,12.9,0.6,6.4,12.9,2.0,,7.71,4.89,0.06,0.19,105.0,5.27,-4.0,-0.3,,0.0,-0.2,-3.0,0.413,0.498,"$391,500",343,,
2009,24,FLA,NL,3.0,2.0,0.6,4.3,11.0,11.0,0.0,0.0,0.0,0.0,58.2,57.0,29.0,28.0,11.0,21.0,3.0,49.0,4.0,0.0,2.0,256.0,100.0,5.14,1.33,8.7,1.7,3.2,7.5,2.33,,4.45,4.6,-0.33,0.18,99.0,5.06,4.0,0.4,,0.0,0.9,9.0,0.5379999999999999,0.503,"$400,000",343,,
2010,25,FLA,NL,0.0,1.0,,5.074,9.0,1.0,2.0,0.0,0.0,0.0,17.200000000000003,16.0,14.0,10.0,2.0,8.0,0.0,18.0,2.0,0.0,0.0,76.0,84.552,4.214,1.338,8.038,1.03,4.085,9.234,2.339,,6.884,4.703,-0.136,-0.079,101.876,4.854,-1.128,-0.113,0.348,0.0,-0.019,0.744,0.472,0.499,,343,BAL,
2011,26,BAL,AL,0.0,0.0,,8.0,4.0,2.0,1.0,0.0,0.0,0.0,9.0,12.0,9.0,8.0,4.0,8.0,0.0,7.0,1.0,0.0,0.0,46.0,55.0,10.25,2.222,12.0,4.0,8.0,7.0,0.88,,9.0,4.8,0.0,-0.05,102.8,4.89,-4.0,-0.4,0.5,0.0,-0.3,-3.0,0.4,0.498,,343,,
2012,27,PIT,NL,0.0,1.0,0.0,13.5,4.0,0.0,3.0,0.0,0.0,0.0,2.2,5.0,4.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,16.0,32.0,3.1,2.25,16.9,0.0,3.4,10.1,3.0,,13.5,4.91,-0.21,-0.37,98.6,4.69,-3.0,-0.3,0.76,0.0,-0.2,-2.0,0.433,0.498,,343,,
2010,25,CHW,AL,1.0,0.0,1.0,4.88,8.0,3.0,3.0,0.0,0.0,0.0,24.0,34.0,18.0,13.0,2.0,17.0,1.0,15.0,0.0,0.0,1.0,119.0,89.0,5.04,2.125,12.8,0.8,6.4,5.6,0.88,,6.75,4.46,-0.45,0.04,104.6,5.18,-4.0,-0.4,0.29,0.0,-0.2,-2.0,0.446,0.4970000000000001,,7275,,
2011,26,CHW,AL,0.0,2.0,,4.499,9.0,2.0,2.0,0.0,0.0,0.0,18.0,23.0,12.0,9.0,0.0,8.0,0.0,15.0,1.0,1.0,1.0,86.0,99.389,2.858,1.723,11.494,0.0,3.967,7.483,2.422,,6.001,4.298,0.079,-0.102,102.083,4.196,-2.0,-0.2,0.787,0.0,-0.1,-1.0,0.458,0.499,,7275,HOU,
2012,27,HOU,NL,11.0,11.0,0.5,3.76,32.0,32.0,0.0,1.0,1.0,0.0,193.2,185.0,90.0,81.0,13.0,78.0,5.0,140.0,1.0,3.0,10.0,827.0,107.0,3.75,1.358,8.6,0.6,3.6,6.5,1.79,,4.18,4.32,-0.36,0.16,102.6,4.97,15.0,1.7,,-0.1,3.2,33.0,0.5529999999999999,0.51,"$482,000",7275,,
2013,28,HOU,AL,6.0,17.0,0.261,5.86,36.0,22.0,8.0,0.0,0.0,0.0,153.2,174.0,111.0,100.0,20.0,88.0,5.0,89.0,6.0,0.0,8.0,707.0,69.0,5.42,1.705,10.2,1.2,5.2,5.2,1.01,,6.5,4.42,-0.32,0.04,102.6,4.9,-29.0,-2.9,0.99,-0.2,-1.6,-13.0,0.418,0.482,"$500,700",7275,,
2014,29,HOU,AL,0.0,3.0,0.0,9.49,3.0,3.0,0.0,0.0,0.0,0.0,12.1,19.0,14.0,13.0,2.0,9.0,1.0,9.0,0.0,0.0,1.0,66.0,42.0,5.97,2.27,13.9,1.5,6.6,6.6,1.0,,10.22,4.32,-0.05,0.16,100.5,4.56,-8.0,-0.7,,0.0,-0.6,-7.0,0.274,0.496,"$509,700",7275,,
2016,31,ATL,NL,3.0,2.0,0.676,4.142,9.0,9.0,0.0,0.0,0.0,0.0,46.3,46.0,24.0,22.0,4.0,25.0,0.0,36.0,4.0,0.0,5.0,208.0,107.149,4.491,1.485,8.683,0.735,4.706,6.744,1.504,,4.52,4.511,-0.073,0.162,101.891,4.902,1.491,0.211,,0.0,0.371,4.081,0.525,0.493,,7275,TEX,
2017,32,TOR,AL,0.0,0.0,,7.11,4.0,0.0,1.0,0.0,0.0,0.0,6.1,10.0,5.0,5.0,1.0,4.0,0.0,6.0,0.0,0.0,1.0,33.0,66.0,5.21,2.211,14.2,1.4,5.7,8.5,1.5,,7.11,5.01,-0.06,-0.35,104.0,4.91,-2.0,-0.2,0.88,0.0,-0.1,-1.0,0.461,0.499,,7275,,
2006,27,ATL,NL,0.0,0.0,,4.8,15.0,0.0,5.0,0.0,0.0,0.0,15.0,18.0,8.0,8.0,1.0,5.0,1.0,14.0,0.0,0.0,0.0,68.0,95.0,3.15,1.533,10.8,0.6,3.0,8.4,2.8,,4.8,5.04,-0.07,-0.37,98.5,4.67,0.0,0.0,0.36,0.0,0.1,1.0,0.499,0.5,,30,,
